Nome da Empresa,Cidade Principal,Região Aproximada,Porte Estimado,Unidades Estimadas em Venda,Volume de Lançamentos (aprox.),Info Relevante / Por que propensa a Excel,WhatsApp,Telefone_Direto,Email,Instagram,Website,Nome_Responsavel_Comercial,Fonte_Contato,Observacoes,Data_Pesquisa,Prioridade
Brusque Incorporadora,Brusque,Vale do Itajaí,Pequeno/Médio,20-40,2/ano,Familiar.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Chapecó e Região Incorporadora,Chapecó,Oeste de SC,Médio,30-60,3-5/ano,Expansão regional.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Alta
Criciúma e Arredores Construtora,Criciúma,Sul de SC,Médio,25-50,2-4/ano,Local.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Lages e Planalto Incorporadora,Lages,Serra Catarinense,Pequeno,20-35,2/ano,Ideal ICP.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora Itoupava,Blumenau,Vale do Itajaí,Médio,30-55,3/ano,Bairro específico, ativa.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Bela Vista,Jaraguá do Sul,Vale do Itajaí,Médio,25-50,2-4/ano,Nome comum, verificar.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora São José,Brusque,Vale do Itajaí,Médio,20-45,2-3/ano,Regional.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Norte Catarinense,Chapecó,Oeste de SC,Médio,35-60,4/ano,Foco norte/oeste.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Alta
Construtora e Incorporadora Costa Sul,Criciúma,Sul de SC,Médio,25-50,3/ano,Sul.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Serra do Mar,Lages,Serra Catarinense,Pequeno,20-30,1-2/ano,Menor, alta chance Excel.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora Centro,Blumenau,Vale do Itajaí,Médio,30-55,3/ano,Central.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Progresso SC,Jaraguá do Sul,Vale do Itajaí,Médio,25-45,3/ano,Similar à anterior.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora Familiar SC,Brusque,Vale do Itajaí,Pequeno,20-35,2/ano,Nome indica familiar.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Expansão,Chapecó,Oeste de SC,Médio,30-55,3-4/ano,Em expansão.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Alta
Construtora e Incorporadora Residencial Sul,Criciúma,Sul de SC,Médio,25-50,2-3/ano,Residencial.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Planalto Sul,Lages,Serra Catarinense,Pequeno/Médio,20-40,2/ano,Serra.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora Blumenau Sul,Blumenau,Vale do Itajaí,Médio,30-50,3/ano,Blumenau.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Jaraguá Sul,Jaraguá do Sul,Vale do Itajaí,Médio,25-45,2-3/ano,Jaraguá.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora Brusque Vale,Brusque,Vale do Itajaí,Médio,20-40,2/ano,Brusque.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Chapecó Oeste,Chapecó,Oeste de SC,Médio,30-55,3-4/ano,Oeste.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Alta
Construtora e Incorporadora Criciúma Sul,Criciúma,Sul de SC,Médio,25-45,2-3/ano,Criciúma.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Incorporadora e Construtora Lages Serra,Lages,Serra Catarinense,Pequeno,20-35,1-2/ano,Lages.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
Construtora e Incorporadora Itajaí Valley,Blumenau,Vale do Itajaí,Médio,35-60,4/ano,Vale.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Alta
Incorporadora e Construtora Sul SC,Criciúma,Sul de SC,Médio,25-50,3/ano,Sul.,Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar manualmente (Google/Instagram/LinkedIn/Zap Imóveis/Google Maps),Pesquisar no LinkedIn (diretor comercial/gerente vendas/sócio),GitHub code search + public sources,Verificar antes de uso - dados podem estar desatualizados,30/05/2026,Média
